id,user_login,created_at,url,image_url,latitude,longitude
106476300,kevinfaccenda,2022-02-10 05:07:48 UTC,https://www.inaturalist.org/observations/106476300,https://inaturalist-open-data.s3.amazonaws.com/photos/178871614/medium.jpg,21.28965,-157.8449333333
106826451,obrock,2022-02-15 23:42:53 UTC,https://www.inaturalist.org/observations/106826451,https://inaturalist-open-data.s3.amazonaws.com/photos/179543260/medium.jpeg,25.6792808658,-80.2566719055
107117138,beautifulnerds,2022-02-20 16:58:26 UTC,https://www.inaturalist.org/observations/107117138,https://inaturalist-open-data.s3.amazonaws.com/photos/180095626/medium.jpg,21.3098,-157.8582466667
108717150,kevinfaccenda,2022-03-16 10:34:15 UTC,https://www.inaturalist.org/observations/108717150,https://inaturalist-open-data.s3.amazonaws.com/photos/183099227/medium.jpg,21.304023,-157.859836
108845944,matthias55,2022-03-18 02:27:27 UTC,https://www.inaturalist.org/observations/108845944,https://inaturalist-open-data.s3.amazonaws.com/photos/183342219/medium.jpeg,26.12624053,-97.95824379
109894943,swafford,2022-03-30 03:31:04 UTC,https://www.inaturalist.org/observations/109894943,https://inaturalist-open-data.s3.amazonaws.com/photos/185302500/medium.jpeg,20.8830555556,-156.6869444444
109895048,swafford,2022-03-30 03:33:20 UTC,https://www.inaturalist.org/observations/109895048,https://inaturalist-open-data.s3.amazonaws.com/photos/185302736/medium.jpeg,20.8830555556,-156.6869444444
113980731,ceherzog,2022-04-30 21:44:33 UTC,https://www.inaturalist.org/observations/113980731,https://inaturalist-open-data.s3.amazonaws.com/photos/192513988/medium.jpg,27.2700476847,-82.5566008625
114525769,johnyochum,2022-05-02 02:38:32 UTC,https://www.inaturalist.org/observations/114525769,https://inaturalist-open-data.s3.amazonaws.com/photos/193382061/medium.jpg,26.1262954,-97.9581931997
115005210,mako252,2022-05-03 02:50:02 UTC,https://www.inaturalist.org/observations/115005210,https://inaturalist-open-data.s3.amazonaws.com/photos/194140956/medium.jpeg,26.1235839389,-97.9580868971
115153567,greenjay6,2022-05-03 16:45:05 UTC,https://www.inaturalist.org/observations/115153567,https://inaturalist-open-data.s3.amazonaws.com/photos/194381422/medium.jpg,26.1271024,-97.9580927
115240885,brothernature627,2022-05-03 23:29:10 UTC,https://www.inaturalist.org/observations/115240885,https://inaturalist-open-data.s3.amazonaws.com/photos/194524100/medium.jpeg,21.298524,-157.817686
115632443,joemdo,2022-05-05 21:30:44 UTC,https://www.inaturalist.org/observations/115632443,https://inaturalist-open-data.s3.amazonaws.com/photos/195155004/medium.jpg,25.7513400282,-80.2147115831
115820018,nagu,2022-05-06 23:54:44 UTC,https://www.inaturalist.org/observations/115820018,https://static.inaturalist.org/photos/195474856/medium.jpg,26.7212709061,-80.2857210007
117103137,kevinfaccenda,2022-05-15 08:27:57 UTC,https://www.inaturalist.org/observations/117103137,https://inaturalist-open-data.s3.amazonaws.com/photos/197732357/medium.jpg,21.278717,-157.785344
122622361,kevinfaccenda,2022-06-20 09:06:03 UTC,https://www.inaturalist.org/observations/122622361,https://inaturalist-open-data.s3.amazonaws.com/photos/207634382/medium.jpg,21.282315,-157.831174
123031993,waterfowl,2022-06-23 01:53:53 UTC,https://www.inaturalist.org/observations/123031993,https://inaturalist-open-data.s3.amazonaws.com/photos/208375405/medium.jpeg,25.6792277,-80.2566025
123638986,germ5,2022-06-27 02:37:00 UTC,https://www.inaturalist.org/observations/123638986,https://static.inaturalist.org/photos/209471202/medium.jpeg,26.0962545,-98.2420615
126124066,atp_synthaz3,2022-07-13 21:47:33 UTC,https://www.inaturalist.org/observations/126124066,https://static.inaturalist.org/photos/213961036/medium.jpg,21.3099033333,-157.8584583333
126588056,joemdo,2022-07-17 03:25:16 UTC,https://www.inaturalist.org/observations/126588056,https://inaturalist-open-data.s3.amazonaws.com/photos/214799632/medium.jpg,25.7655911263,-80.2580717105
126715424,emmytang,2022-07-17 21:28:10 UTC,https://www.inaturalist.org/observations/126715424,https://inaturalist-open-data.s3.amazonaws.com/photos/215031327/medium.jpg,25.6172416667,-80.3432
126820151,jcriscarre,2022-07-18 15:08:21 UTC,https://www.inaturalist.org/observations/126820151,https://inaturalist-open-data.s3.amazonaws.com/photos/215224121/medium.jpg,25.7341966667,-80.2821583333
